Cidade;UF;População;Possui Plano Municipal;População sem Água;População sem Esgoto;População sem coleta de lixo;Domicílios sujeitos à inundações;Coluna1
Malhada de Pedras;BA;8326;Não;0.59;;;;0
Terezópolis de Goiás;GO;8326;Em elaboração;0.15;0.26;;;2164,76
Marcelino Vieira;RN;8325;Em elaboração;0.18;;0.41;0;0
Campo Erê;SC;8312;Sim;0;;0;0;0
Nova Santa Rosa;PR;8311;Sim;0.14;;0.3;0;0
Riachuelo;RN;8310;Em elaboração;0.18;0.39;;;3240,9
Pains;MG;8308;Em elaboração;0;0.15;0.18;0;1246,2
Glorinha;RS;8304;Sim;0.7;0.79;0.4;0;6560,16
Itapé;BA;8300;Não;0.24;;;;0
Carnaúba dos Dantas;RN;8297;Sim;0.16;;0.1;0;0
Guiricema;MG;8296;Sim;0.62;0.51;0.3;0.88;4230,96
Ivaté;PR;8294;Em elaboração;0.05;0.51;0.3;0;4229,94
Gado Bravo;PB;8292;Não;1;;0.82;0;0
Pocrane;MG;8288;Sim;0.25;0.38;0.09;0.49;3149,44
Alto Jequitibá;MG;8286;Sim;0.53;0;0.48;0.09;0
Buriti dos Montes;PI;8282;Em elaboração;0.16;;0.52;0;0
Tuparetama;PE;8266;Não;0;;0.15;;0
Mirante;BA;8264;Não;0.83;;0.73;0;0
Monte Castelo;SC;8263;Sim;0.23;;0.42;0;0
Águas da Prata;SP;8262;Sim;0.03;0.08;0.11;0.02;660,96
Guaraçaí;SP;8258;Sim;0.21;0.21;0.21;0;1734,18
Jesuítas;PR;8251;Sim;0;;0.03;0;0
Altamira do Maranhão;MA;8250;Não;0.92;;;0;0
São Luiz;RR;8232;Não;0.19;;0.76;0.03;0
Iepê;SP;8228;Em elaboração;0.11;0.2;0.02;;1645,6
Santa Bárbara do Leste;MG;8212;Sim;0.48;;;;0
Major Vieira;SC;8209;Sim;0.57;;0.51;0.13;0
Lindóia;SP;8201;Sim;0.02;0.19;0.01;0.01;1558,19
Bilac;SP;8197;Sim;0.04;0.04;0.08;0;327,88
Ponte Alta do Tocantins;TO;8192;Em elaboração;0.37;;0.37;0.01;0
São Rafael;RN;8183;Em elaboração;0.14;0.37;0.32;0;3027,71
Ipiranga do Norte;MT;8182;Em elaboração;0.34;;0.32;0;0
Monte do Carmo;TO;8182;Sim;0.57;;;;0
Monte Alegre do Sul;SP;8181;Em elaboração;0.05;0.52;0.02;0.01;4254,12
Jaborandi;BA;8176;Não;0.72;0.77;;0;6295,52
Macaubal;SP;8174;Sim;0.12;0.12;0.12;0;980,88
Guimarânia;MG;8168;Sim;0.23;0.26;0;0;2123,68
Barão de Melgaço;MT;8165;Em elaboração;;;0.55;0.03;0
Tiradentes;MG;8160;Não;0.36;0.52;;;4243,2
Ferreira Gomes;AP;8151;Sim;0.71;;0.14;0.5;0
Jati;CE;8150;Não;0.64;0.41;0.41;0;3341,5
Orizânia;MG;8138;Sim;0.7;;0.51;0.05;0
Treze Tílias;SC;8138;Sim;0.11;0.58;0.26;0.01;4720,04
Descanso;SC;8136;Sim;0.33;;0.5;0;0
Riachinho;MG;8132;Não;0.45;;0.26;0.01;0
Minas do Leão;RS;8130;Em elaboração;0.03;;0.04;0;0
Elísio Medrado;BA;8129;Não;0.6;;0.63;0.01;0
Reserva do Iguaçu;PR;8127;Sim;0.36;0.52;0.19;0;4226,04
Novo Horizonte do Oeste;RO;8125;Não;0.83;;0.48;0;0
Cristal;RS;8121;Sim;0.44;;0.38;0.01;0
Nova Fátima;PR;8120;Não;0.17;;0.19;0;0
Campo do Tenente;PR;8118;Sim;0;0.71;0.1;0;5763,78
Maravilhas;MG;8113;Sim;0.34;0.32;0.32;0;2596,16
Candeal;BA;8109;Não;0.38;;0.32;0;0
Serra Negra do Norte;RN;8105;Sim;0.19;0.29;0.36;0;2350,45
Tupãssi;PR;8105;Sim;0;;0.21;0;0
Irapuã;SP;8101;Sim;0.1;0.1;0.11;0.03;810,1
Cabeceiras;GO;8098;Sim;0.26;;0.01;0;0
Campo Limpo de Goiás;GO;8087;Não;0.17;;0.15;0;0
Dom Aquino;MT;8087;Sim;;;;;0
São João do Arraial;PI;8085;Em elaboração;;;;;0
Peixe-Boi;PA;8084;Em elaboração;0.8;;0;0;0
Colméia;TO;8078;Sim;0.14;;;;0
Lamarão;BA;8078;Não;0.43;;0.44;0;0
São Miguel dos Milagres;AL;8073;Em elaboração;0.01;;0.59;0.03;0
Nova Glória;GO;8063;Não;0.39;;0;0;0
Estrela do Sul;MG;8057;Sim;0.31;0.65;0.06;0.08;5237,05
São José do Cerrito;SC;8054;Não;0.63;;0.54;0.14;0
Montes Claros de Goiás;GO;8037;Sim;0.32;0.58;0.33;0;4661,46
Santana da Boa Vista;RS;8037;Sim;0.55;0.02;;;160,74
Passa Tempo;MG;8031;Não;0.25;0.22;0.22;0.01;1766,82
Ascurra;SC;8021;Sim;0;;0;0.03;0
Ponto Belo;ES;8016;Não;0.22;0.47;0.2;0;3767,52
Juarez Távora;PB;8014;Em elaboração;0.24;;;;0
Delfim Moreira;MG;8007;Em elaboração;0.63;0.63;0.36;0.11;5044,41
Timbó Grande;SC;8003;Sim;0.28;;0.25;0.05;0
Cachoeira Dourada;GO;7997;Não;0.32;0.41;;;3278,77
Japonvar;MG;7991;Não;0.67;;0.37;;0
Salvador do Sul;RS;7975;Em elaboração;0.41;;0.41;;0
Itamari;BA;7971;Não;0.27;;0.26;0.04;0
Cruzeta;RN;7968;Sim;0.05;0.18;;0;1434,24
Cambira;PR;7967;Sim;0;;0.25;;0
Pedra Lavrada;PB;7954;Não;0.5;0.59;0.59;0;4692,86
Santa Rita do Pardo;MS;7948;Sim;0.52;0.59;0.51;0.01;4689,32
Portalegre;RN;7944;Em elaboração;0.25;;0.47;0;0
Tanquinho;BA;7936;Não;0;;0;0;0
Ibirarema;SP;7926;Sim;0.08;0.08;0.08;0;634,08
Gaúcha do Norte;MT;7913;Em elaboração;0.65;;0.65;0;0
Alto Rio Novo;ES;7911;Em elaboração;0.53;;0.34;0.04;0
Santana do São Francisco;SE;7906;Em elaboração;0.11;;0;0;0
Catiguá;SP;7905;Em elaboração;0;0;0.05;0.01;0
Itaiçaba;CE;7904;Não;0.61;;0.05;0.72;0
Senador Firmino;MG;7902;Sim;0;0.42;0.11;;3318,84
Iguatama;MG;7901;Não;0.11;0.27;0.01;0;2133,27
Durandé;MG;7898;Sim;0.67;0.38;0.52;0;3001,24
Campo Alegre de Goiás;GO;7884;Não;0.27;;0.26;0;0
Assunção do Piauí;PI;7879;Não;0.49;;0.37;0;0
Governador Luiz Rocha;MA;7878;Em elaboração;0.54;;;;0
Santa Filomena do Maranhão;MA;7878;Em elaboração;0.78;;0.68;0;0
São Vicente de Minas;MG;7876;Sim;0.23;0;0.15;0;0
Iramaia;BA;7874;Não;0.55;0;;0;0
Curral de Dentro;MG;7867;Sim;0.25;0.36;0.24;0.02;2832,12
Cubati;PB;7866;Sim;0.25;0.99;0.31;0;7787,34
Itobi;SP;7862;Em elaboração;0.04;0.07;0.1;0;550,34
Ribamar Fiquene;MA;7859;Não;;;;;0
Arneiroz;CE;7848;Não;0.68;;;;0
Sobrado;PB;7845;Não;0.83;;0.88;0;0
Nova Fátima;BA;7830;Não;0.11;;;;0
Pium;TO;7830;Não;0.44;;0.45;0.17;0
Ipeúna;SP;7824;Em elaboração;0.14;0.2;0.14;0;1564,8
Santa Bárbara do Sul;RS;7813;Sim;0.21;;0.13;0.01;0
Bodoquena;MS;7802;Sim;0.28;0.29;0.33;0.01;2262,58
Araguapaz;GO;7795;Não;0.29;0.49;0.12;0;3819,55
Paraí;RS;7793;Sim;0.44;;0;0;0
Monsenhor Hipólito;PI;7785;Não;0.44;;0.44;0;0
Jenipapo de Minas;MG;7781;Não;0.5;0.71;;;5524,51
Baldim;MG;7780;Sim;0.44;0;0.01;0.05;0
Itamarati;AM;7777;Sim;0.57;;0.59;0.53;0
Ibirajuba;PE;7773;Em elaboração;0.3;0;0.58;;0
General Sampaio;CE;7767;Sim;0.51;;0.09;0;0
Restinga;SP;7762;Sim;0.05;0.08;0.21;0;620,96
Guatapará;SP;7760;Sim;0.01;0.27;0.03;0;2095,2
Senador Sá;CE;7758;Sim;0.61;;0.26;0.01;0
Marajá do Sena;MA;7757;Em elaboração;0.47;;0.86;0.45;0
Lagoa de Dentro;PB;7754;Não;0.46;0.9;0.46;0;6978,6
Macururé;BA;7752;Não;0.41;;0.73;0;0
Alto Paraíso de Goiás;GO;7751;Em elaboração;0.24;;0.16;0;0
Jericó;PB;7751;Não;0.39;;;;0
Umari;CE;7740;Em elaboração;0.59;;0.25;0;0
Sud Mennucci;SP;7738;Sim;0.04;0.05;0.14;0;386,9
Cônego Marinho;MG;7730;Não;0.73;;0.47;0;0
Tuparendi;RS;7730;Não;0.38;;0.38;0;0
Tapiraí;SP;7725;Sim;0.29;0.36;0.09;0.04;2781
São Pedro do Turvo;SP;7724;Em elaboração;0.02;0.3;0.28;0;2317,2
Belo Vale;MG;7723;Sim;0.56;0;0.3;;0
Altaneira;CE;7712;Não;0.48;0.92;0.22;;7095,04
Santa Cruz de Monte Castelo;PR;7705;Sim;0;0.76;0.29;0;5855,8
Cajueiro da Praia;PI;7704;Em elaboração;;;0.45;0;0
Tomazina;PR;7699;Sim;0.35;0.49;0.29;0.03;3772,51
Jacuí;MG;7695;Em elaboração;0.38;0.38;0.06;0.02;2924,1
Palmeirópolis;TO;7694;Sim;0.13;;0.19;0;0
São Miguel das Missões;RS;7692;Em elaboração;0.5;;0;0;0
Boqueirão do Leão;RS;7691;Em elaboração;0.78;;0.78;0;0
Tocantínia;TO;7688;Sim;0.28;;0.56;0;0
Ribeirão Grande;SP;7686;Sim;0;0.55;0.35;0.04;4227,3
Pedro Osório;RS;7683;Sim;0.07;;0.04;0.04;0
Tombos;MG;7683;Sim;0.18;0.18;0.2;0.01;1382,94
São Mamede;PB;7682;Em elaboração;0;;0.23;0;0
Alagoinha do Piauí;PI;7678;Não;0.59;;0.35;0;0
Santa Fé do Araguaia;TO;7678;Não;;;0.34;0;0
Salete;SC;7674;Sim;0.24;;0.32;0.01;0
Icaraíma;PR;7671;Sim;0;;0.29;0;0
Serrania;MG;7667;Não;0.18;0.13;0.13;0;996,71
Colônia do Piauí;PI;7665;Em elaboração;0.52;;0.64;0;0
Leopoldo de Bulhões;GO;7663;Em elaboração;0.37;;0.38;;0
Divinolândia de Minas;MG;7655;Em elaboração;0.06;0.33;0.18;;2526,15
Lajeado Novo;MA;7653;Não;;;;;0
Muribeca;SE;7653;Não;0;;0.45;;0
Assis Brasil;AC;7649;Não;0.31;;0.48;0.03;0
Ipumirim;SC;7647;Sim;0.37;;0.56;0.02;0
Ipuaçu;SC;7643;Sim;0.72;;0.8;0.07;0
Paulo Lopes;SC;7642;Sim;0.24;;0.06;0.02;0
Itajá;RN;7641;Em elaboração;0.01;;0;0;0
Limeira do Oeste;MG;7640;Sim;0.29;0.31;0.27;0;2368,4
São José dos Basílios;MA;7639;Em elaboração;0.64;;0.45;0.08;0
Paraíso do Sul;RS;7635;Sim;0.17;;0.61;0.39;0
São Pedro dos Ferros;MG;7634;Sim;0.34;;;;0
Coimbra;MG;7631;Em elaboração;0.35;;0.15;0.01;0
Sanclerlândia;GO;7630;Sim;0.21;0.36;0.2;0;2746,8
Figueira;PR;7625;Sim;0;0.87;0;0;6633,75
Lagoa de Pedras;RN;7624;Em elaboração;0.38;;0.39;;0
São José da Lagoa Tapada;PB;7622;Sim;0.55;;;0.01;0
Porto de Pedras;AL;7618;Não;0.53;;0.04;0;0
Tarabai;SP;7609;Não;0.12;0.13;0.08;0;989,17
Barra do Turvo;SP;7606;Em elaboração;0.54;0.63;0.34;0.05;4791,78
Inimutaba;MG;7605;Sim;0.31;;;;0
Florestal;MG;7602;Sim;0.19;0.33;0.17;0;2508,66
Moema;MG;7589;Em elaboração;0.09;0.21;0.14;0;1593,69
Lagamar;MG;7588;Sim;0.41;0.23;0.33;0;1745,24
Belágua;MA;7586;Não;;;;;0
Granito;PE;7586;Não;0.41;0.86;0.54;0;6523,96
Palestina do Pará;PA;7575;Não;0;;0.39;;0
Pedro Gomes;MS;7568;Não;0.24;0.89;0.23;0;6735,52
Inocência;MS;7566;Não;0.37;0.9;0.36;0;6809,4
São João do Jaguaribe;CE;7557;Não;;;0.47;0;0
Paulo Jacinto;AL;7556;Não;0.3;0.78;0.18;0.19;5893,68
Guaraqueçaba;PR;7554;Sim;0.58;0.64;0.69;0.06;4834,56
Rio do Oeste;SC;7552;Sim;0.36;;0.52;0.05;0
Barão do Triunfo;RS;7550;Sim;0.9;;0.77;0;0
Felisburgo;MG;7548;Em elaboração;0.3;0.4;;0;3019,2
Apiacá;ES;7542;Em elaboração;0.39;;0.14;;0
São João Batista do Glória;MG;7541;Sim;0.19;0.2;;;1508,2
Paulicéia;SP;7540;Sim;0;0.51;0.08;0;3845,4
Pintópolis;MG;7540;Em elaboração;0.65;0;0.65;0;0
Coronel Domingos Soares;PR;7538;Sim;0.52;;0.76;0.01;0
Santana de Pirapama;MG;7538;Sim;0.56;0.63;0.63;0;4748,94
Abel Figueiredo;PA;7536;Sim;0.11;;0;0.02;0
Barbosa;SP;7532;Sim;0.01;0.01;0.16;0.01;75,32
São José da Barra;MG;7532;Não;0.3;0.04;0.28;0.13;301,28
Casserengue;PB;7530;Em elaboração;0.63;0.51;0.38;0;3840,3
Vertente do Lério;PE;7526;Não;0.6;;0.46;0;0
Boa Vista da Aparecida;PR;7524;Sim;0;;0.04;0;0
Nuporanga;SP;7522;Não;0.09;0.09;0.09;0;676,98
Palmeirina;PE;7509;Não;0.18;;0.33;;0
Trombudo Central;SC;7506;Sim;0.18;;0.21;;0
Quatiguá;PR;7504;Sim;0;0.35;0.06;0;2626,4
Laguna Carapã;MS;7496;Não;0.58;0.86;0.58;0;6446,56
Dionísio;MG;7493;Sim;0.53;0.18;0.18;0.02;1348,74
Nova Porteirinha;MG;7493;Não;0.44;0.78;;;5844,54
Brejinho;PE;7489;Sim;0.26;;0.53;0;0
Claro dos Poções;MG;7478;Em elaboração;0.33;0.72;0.13;0;5384,16
Itacajá;TO;7471;Não;0.18;0.46;;0;3436,66
Segredo;RS;7465;Sim;;;;;0
Muniz Ferreira;BA;7464;Não;0.47;;0.52;0;0
Maracajá;SC;7461;Sim;0.28;;0;0.24;0
São Miguel de Taipu;PB;7450;Em elaboração;;;0.67;0;0
Alpercata;MG;7448;Sim;0.38;0.21;0.21;0.03;1564,08
São Domingos do Azeitão;MA;7448;Em elaboração;0.75;;0.29;;0
Pedrão;BA;7438;Em elaboração;0.75;0.95;0.1;0;7066,1
Antônio Olinto;PR;7421;Sim;0.62;;0.65;0;0
Paulo Frontin;PR;7418;Em elaboração;0.57;;0.4;0.06;0
Joviânia;GO;7417;Em elaboração;0.07;0.07;0.05;0;519,19
Lavras do Sul;RS;7410;Em elaboração;0.38;;0.32;0.02;0
Ribeiro Gonçalves;PI;7408;Não;0.31;0.59;0.19;0.04;4370,72
Jequitaí;MG;7407;Não;0.39;;0.41;0.03;0
Antonina do Norte;CE;7402;Não;0.42;0.59;0.16;0.01;4367,18
Ametista do Sul;RS;7396;Sim;0.48;;0;0;0
Guarani das Missões;RS;7393;Sim;0.38;;0;0;0
São João do Oriente;MG;7393;Sim;0.26;;0.16;0.5;0
Inconfidentes;MG;7387;Em elaboração;0.47;0.46;0;0.16;3398,02
Lavrinhas;SP;7361;Sim;0;0.24;0.08;;1766,64
Abatiá;PR;7360;Não;0;0.82;0.27;0;6035,2
Brejo Grande do Araguaia;PA;7357;Não;0;;0.25;0;0
Belém do Brejo do Cruz;PB;7356;Não;0.52;;0.26;0;0
Santa Luzia do Norte;AL;7344;Não;0.41;;;;0
Campo Largo do Piauí;PI;7342;Em elaboração;;;;;0
Jaraguari;MS;7342;Em elaboração;0.48;;0.58;0;0
Sericita;MG;7340;Sim;0.47;;;;0
Itarumã;GO;7337;Não;0.35;;0.02;0;0
São João do Sul;SC;7332;Sim;0.82;;0;0;0
Indaiabira;MG;7328;Em elaboração;0.62;0.86;0.37;0;6302,08
Jaci;SP;7322;Não;0;0;0;0;0
Santa Rita de Minas;MG;7322;Sim;0.31;;0;0.01;0
Palma Sola;SC;7321;Sim;0.12;;0.56;0;0
Orindiúva;SP;7318;Sim;0.1;0.1;0.07;0;731,8
Santo Antônio do Retiro;MG;7316;Em elaboração;0.77;0.8;0.66;0;5852,8
Manoel Viana;RS;7315;Em elaboração;0.24;;0.15;0;0
Chã Preta;AL;7311;Não;0.38;;0.37;0;0
Nazaré do Piauí;PI;7307;Em elaboração;0.56;;0.52;;0
Praia Grande;SC;7305;Sim;0.37;0.79;0.1;0.52;5770,95
Laje do Muriaé;RJ;7298;Em elaboração;0.25;;0.25;0.03;0
Teodoro Sampaio;BA;7296;Em elaboração;0.2;;0.25;0;0
Irajuba;BA;7295;Não;0.41;;0.29;0;0
Cosmorama;SP;7289;Em elaboração;0;0;0.18;0;0
Bandeirantes;MS;7281;Em elaboração;0;;0.1;0;0
Apuarema;BA;7274;Não;0.31;;;;0
Livramento;PB;7274;Em elaboração;0.37;;0.45;0;0
Nazarezinho;PB;7271;Sim;0.35;0.82;0.56;0.15;5962,22
Cristalândia;TO;7268;Não;0.13;;0.18;0.01;0
Ibiraiaras;RS;7267;Sim;0.47;;0.17;0.01;0
Desterro de Entre Rios;MG;7266;Sim;0.4;0.47;0.33;0.01;3415,02
Ererê;CE;7254;Não;0.65;;0;0;0
Ouro;SC;7251;Sim;0.29;0.76;0;0;5510,76
Reduto;MG;7247;Sim;0.02;0.34;0;0;2463,98
Campos de Júlio;MT;7245;Sim;0.22;;0.22;0;0
Juranda;PR;7244;Sim;0;;0;0;0
Engenheiro Navarro;MG;7240;Não;0.4;0.64;0.33;0;4633,6
São José de Ubá;RJ;7240;Não;0.56;;0.45;;0
Junco do Seridó;PB;7238;Não;0.42;0.52;0.34;0;3763,76
Varjão de Minas;MG;7235;Em elaboração;0.2;;0;0;0
Terezinha;PE;7227;Sim;0.47;;0.31;;0
Cacimbas;PB;7225;Em elaboração;0.74;;0.51;0;0
Araguacema;TO;7223;Não;0.35;;0.54;0;0
Boa Vista;PB;7218;Não;0.27;;0.52;0;0
Luiziana;PR;7217;Sim;0.11;;0;0;0
Coronel Bicaco;RS;7213;Sim;0.35;;0;0.06;0
Caiçara;PB;7182;Não;0.21;;;;0
Doverlândia;GO;7174;Em elaboração;0.33;;0.38;;0
Dois Irmãos do Tocantins;TO;7173;Não;0.64;0.99;0.61;0;7101,27
Monteirópolis;AL;7171;Não;0.36;;;0;0
Antônio Martins;RN;7162;Não;0.58;0.77;0.45;0;5514,74
Nova Aliança;SP;7161;Sim;0.17;0.17;0.17;0;1217,37
Água Doce;SC;7160;Sim;0.42;1;0.51;0.04;7160
Pedra Bonita;MG;7157;Sim;;;0.55;0.04;0
Laurentino;SC;7154;Sim;0.05;;0.15;0.17;0
São Thomé das Letras;MG;7151;Não;0.42;;;0.01;0
Delfinópolis;MG;7146;Não;0.47;0.52;0;0;3715,92
Amaral Ferrador;RS;7136;Em elaboração;0.74;;0.3;0;0
Governador Jorge Teixeira;RO;7130;Em elaboração;;;0.61;;0
Presidente Médici;MA;7124;Em elaboração;0.46;0.98;0.45;0.12;6981,52
Acauã;PI;7119;Em elaboração;0.7;;0.72;0;0
Machacalis;MG;7112;Sim;0.22;0;0.18;0.06;0
Naque;MG;7104;Sim;0.14;0.23;0.09;0;1633,92
Treze de Maio;SC;7104;Sim;0.49;;0.28;0.01;0
Bom Sucesso;PR;7103;Em elaboração;0;;0;0;0
São Roque de Minas;MG;7100;Não;0.42;0.47;0.22;0.01;3337
Verê;PR;7094;Em elaboração;0.18;;0.58;0;0
Marilena;PR;7093;Sim;0;;0.27;0;0
Alto Boa Vista;MT;7092;Em elaboração;;;;;0
Jussara;PR;7069;Em elaboração;0.06;0.06;0.1;0;424,14
Doutor Severiano;RN;7068;Sim;0.13;0.68;;;4806,24
Iraí de Minas;MG;7067;Sim;0.27;0;0;0;0
Central de Minas;MG;7059;Não;0.17;0.17;;;1200,03
Tuiuti;SP;7058;Sim;0.5;0.62;0;0;4375,96
Palmitinho;RS;7056;Sim;0.22;;0.29;0.01;0
Areial;PB;7054;Não;1;0.29;;;2045,66
Alfredo Vasconcelos;MG;7052;Não;0.37;0.34;0.02;0;2397,68
Corumbiara;RO;7052;Em elaboração;0.71;;0.71;0;0
Aguiarnópolis;TO;7049;Não;0.15;0.76;0.2;0;5357,24
Amapá do Maranhão;MA;7047;Não;;;;;0
Santana da Vargem;MG;7047;Sim;0.25;0.26;0;0;1832,22
Dirceu Arcoverde;PI;7046;Não;0.68;;;;0
Iraí;RS;7046;Em elaboração;0.45;0.88;0.41;0.06;6200,48
Sapucaí-Mirim;MG;7045;Sim;0.41;0.49;;;3452,05
Itanhangá;MT;7030;Não;0.08;;0.28;0;0
Guidoval;MG;7026;Em elaboração;0.37;0.43;0.28;0.14;3021,18
Cabeceira Grande;MG;7025;Sim;0;;0.18;0;0
Santo Antônio da Alegria;SP;7024;Sim;0;0.01;0;0;70,24
Abadia dos Dourados;MG;7022;Em elaboração;0.43;;0.38;;0
Barro Duro;PI;7022;Sim;0.15;;0.15;0;0
Luís Domingues;MA;7016;Em elaboração;0.58;;0.5;;0
Salto da Divisa;MG;7014;Em elaboração;0.23;;;;0
Indianópolis;MG;7009;Sim;0.36;0.35;0.1;0;2453,15
Macambira;SE;7002;Não;0.14;0.66;0.28;0;4621,32
Serra Redonda;PB;7001;Não;0.37;;;;0
Conquista;MG;6997;Sim;0.22;0.31;0.13;0;2169,07
Goioxim;PR;6997;Não;0.55;;0.5;0.07;0
Araporã;MG;6992;Sim;0;0;0.04;0;0
Jacuípe;AL;6992;Em elaboração;0.47;0.85;0.38;0.3;5943,2
Meleiro;SC;6989;Não;0.48;;0.2;0.09;0
Divinópolis do Tocantins;TO;6986;Não;0.3;;0.3;0;0
São Tomás de Aquino;MG;6980;Não;0.26;0.21;0.22;0;1465,8
São Brás;AL;6977;Não;0.43;0;0.36;0;0
Imbé de Minas;MG;6976;Sim;0.7;0.21;0.5;0.09;1464,96
Campestre;AL;6972;Em elaboração;0.52;0.16;0.16;0.17;1115,52
Pontal do Araguaia;MT;6972;Em elaboração;0;;0.17;0.01;0
Jaborandi;SP;6963;Não;0.15;0.1;0.03;0.01;696,3
São Carlos do Ivaí;PR;6961;Não;0;;0.11;0;0
Sabáudia;PR;6954;Não;0;;0.16;0;0
Jacareacanga;PA;6952;Não;;;0.62;0.28;0
Ajuricaba;RS;6951;Sim;0.43;0.86;0.14;0.01;5977,86
Faro;PA;6949;Em elaboração;0.25;;0.48;0.03;0
São Miguel do Anta;MG;6949;Sim;0.46;;0;0.05;0
São Sebastião do Oeste;MG;6948;Sim;0.47;0.41;0.44;0;2848,68
Divisa Alegre;MG;6946;Em elaboração;0.16;;0.02;0;0
Santana dos Garrotes;PB;6942;Não;0.36;;0.48;0;0
Dom Expedito Lopes;PI;6940;Em elaboração;0.25;;0.05;0;0
Floresta;PR;6926;Em elaboração;0;;0.08;0;0
Anhembi;SP;6911;Não;0.23;0.27;0.35;0;1865,97
São José do Ouro;RS;6911;Sim;0.36;;0.33;0.01;0
Jandaíra;RN;6907;Em elaboração;0.37;;;0;0
Almas;TO;6905;Não;0.14;;0.2;0;0
Ouvidor;GO;6895;Sim;0.13;;0;0;0
Simolândia;GO;6895;Sim;0.16;;0.17;0.01;0
Hulha Negra;RS;6894;Sim;0.78;0.78;0.48;0;5377,32
Santa Rosa do Purus;AC;6893;Em elaboração;0.61;;0.64;0.31;0
Campo Belo do Sul;SC;6889;Não;0.19;;0.38;0;0
Padre Marcos;PI;6879;Sim;0.26;;0.65;0;0
Vitorino;PR;6879;Sim;0;;0.39;0.24;0
Confins;MG;6867;Não;0.04;1;0;0.02;6867
Juti;MS;6861;Em elaboração;0.34;0.78;0.33;0.01;5351,58
Nova Lacerda;MT;6861;Não;0.44;;0.45;0;0
Capetinga;MG;6860;Não;0.22;-0.07;0;0.01;-480,2
Laranjal;MG;6856;Não;0.33;0;0;0.01;0
São Roberto;MA;6856;Não;0;;;;0
Bonfim;MG;6852;Sim;0.53;0.64;0.56;0;4385,28
Gongogi;BA;6852;Não;0.36;0.12;0.12;0;822,24
Lagoa d'Anta;RN;6851;Em elaboração;0.07;;0.12;0;0
Boa Hora;PI;6848;Em elaboração;0.45;;0.49;0;0
Santo Antônio do Pinhal;SP;6843;Sim;0.35;0.66;0.41;0;4516,38
Chuí;RS;6832;Em elaboração;0.04;;0;0.02;0
Bom Jesus do Araguaia;MT;6830;Não;;;0.26;0;0
Palmeiras do Tocantins;TO;6830;Não;0.36;;0.44;0;0
Jambeiro;SP;6828;Em elaboração;0.24;0.49;0.02;0;3345,72
Careaçu;MG;6826;Em elaboração;0.32;0;0.04;0.03;0
Morro do Chapéu do Piauí;PI;6825;Não;0.12;;0.65;0.07;0
Nova União;RO;6822;Em elaboração;0.85;;0.79;0;0
Crisólita;MG;6814;Não;0.44;0.44;0.42;0.02;2998,16
Cipotânea;MG;6811;Sim;0.54;0;0.54;0.01;0
Herval;RS;6807;Em elaboração;0.33;0.52;0.33;0;3539,64
Sussuapara;PI;6801;Não;0;;0.52;0;0
Tumiritinga;MG;6797;Sim;0.39;0.54;0.12;0.23;3670,38
Alto Horizonte;GO;6796;Em elaboração;0.18;;0.14;0;0
Quixaba;PE;6796;Não;0.35;0.6;0.63;0;4077,6
Santarém Novo;PA;6796;Não;;;;;0
Lagoa de São Francisco;PI;6795;Sim;0.47;;0.67;0.1;0
Dores do Rio Preto;ES;6793;Não;0.54;;0;0.41;0
Itagimirim;BA;6784;Sim;0.22;;;;0
Anita Garibaldi;SC;6783;Sim;0.13;;0.4;;0
Angical do Piauí;PI;6779;Sim;0.25;;0.28;0.05;0
Renascença;PR;6772;Não;0.31;0.41;0;0;2776,52
Condor;RS;6766;Sim;0.38;;0;0;0
Galiléia;MG;6764;Sim;;;;0.04;0
Santa Clara do Sul;RS;6755;Sim;0;;0;0;0
Roque Gonzales;RS;6750;Em elaboração;0;;0.41;0.01;0
Cuitegi;PB;6748;Não;0;;0.11;0.07;0
Maquiné;RS;6747;Sim;0.32;;0.58;0;0
Periquito;MG;6738;Sim;0.34;0;0;0.01;0
Ipê;RS;6736;Em elaboração;0.52;0.01;0.52;0;67,36
Quintana;SP;6736;Em elaboração;0;0;0.03;0;0
Luislândia;MG;6735;Não;0.53;;;0.01;0
Belo Monte;AL;6717;Sim;0.74;;0.52;0.19;0
Capim;PB;6715;Não;0.83;;;;0
Boa Vista do Buricá;RS;6712;Sim;0.34;;0.34;0;0
Sapopema;PR;6708;Não;0.16;0.68;0.31;0.04;4561,44
Santa Bárbara de Goiás;GO;6701;Não;0.1;;0.09;0;0
Erval Seco;RS;6697;Sim;0.56;;0.5;0;0
São Sebastião do Anta;MG;6697;Sim;0.39;;;0.03;0
São José do Piauí;PI;6696;Não;0.68;;0.41;0;0
Maturéia;PB;6690;Em elaboração;0.27;0.4;0.35;0;2676
Marizópolis;PB;6689;Sim;0.02;;;;0
Guarantã;SP;6685;Sim;0;0;0;0;0
Pinhão;SE;6678;Em elaboração;0.22;;0.38;0;0
Ijaci;MG;6667;Sim;0;0;0.04;0;0
Dona Eusébia;MG;6664;Não;0.22;0;0.01;0.27;0
Condado;PB;6662;Não;0.04;;;;0
Mariópolis;PR;6655;Sim;0.15;;0.29;0;0
Faxinal do Soturno;RS;6651;Em elaboração;0.37;;0.25;0;0
Águas Mornas;SC;6646;Sim;0.54;;0.32;0.22;0
Guairaçá;PR;6635;Sim;0;;0.2;0.08;0
Roteiro;AL;6634;Sim;;;0.01;0.02;0
